# (27, 6)
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.179582906008398586e-24 8.179582906008398586e-24 8.179582906008398586e-24
1.334601643094670423e-23 1.334601643094670717e-23 1.172864207074163488e-23 8.938777830251077953e-24 8.416634275650798086e-24 8.416634275650798086e-24
1.334601643094670717e-23 1.334601643094670423e-23 1.172864207074163341e-23 8.938777830251073545e-24 8.416634275650798086e-24 8.416634275650798086e-24
1.334601643094670717e-23 1.334601643094670423e-23 1.172864207074163488e-23 8.938777830251080891e-24 8.416634275650805433e-24 8.416634275650802495e-24
1.284892648077774882e-23 1.284892648077774588e-23 1.169188143623256891e-23 9.014676535727211743e-24 8.595920154045947539e-24 8.595920154045946070e-24
1.284392066978302200e-23 1.197138680063099989e-23 1.098300231346715076e-23 1.010021191216791663e-23 8.649004871177716989e-24 8.473630702560849306e-24
1.334601643094670717e-23 1.334601643094670423e-23 1.172864207074163341e-23 8.938777830251077953e-24 8.416634275650799556e-24 8.416634275650798086e-24
1.284392066978302200e-23 1.197138680063099989e-23 1.098300231346715223e-23 1.010021191216790929e-23 8.649004871177716989e-24 8.473630702560849306e-24
1.284892648077774882e-23 1.284892648077774588e-23 1.169188143623256891e-23 9.014676535727208804e-24 8.595920154045949008e-24 8.595920154045947539e-24
1.334601643094670717e-23 1.334601643094670423e-23 1.172864207074164223e-23 8.938777830251077953e-24 8.416634275650799556e-24 8.416634275650793678e-24
1.284892648077774882e-23 1.284892648077775029e-23 1.169188143623256891e-23 9.014676535727207335e-24 8.595920154045947539e-24 8.595920154045947539e-24
1.284392066978302494e-23 1.197138680063100283e-23 1.098300231346715517e-23 1.010021191216791222e-23 8.649004871177714050e-24 8.473630702560849306e-24
1.284892648077774882e-23 1.284892648077775029e-23 1.169188143623256891e-23 9.014676535727214682e-24 8.595920154045947539e-24 8.595920154045946070e-24
1.334601643094670129e-23 1.334601643094670717e-23 1.172864207074163341e-23 8.938777830251076483e-24 8.416634275650798086e-24 8.416634275650793678e-24
1.284392066978302200e-23 1.197138680063100576e-23 1.098300231346715517e-23 1.010021191216791222e-23 8.649004871177716989e-24 8.473630702560849306e-24
1.284392066978302053e-23 1.197138680063100723e-23 1.098300231346715664e-23 1.010021191216791222e-23 8.649004871177712581e-24 8.473630702560849306e-24
1.284392066978302494e-23 1.197138680063100283e-23 1.098300231346715517e-23 1.010021191216790929e-23 8.649004871177712581e-24 8.473630702560849306e-24
1.284392066978302200e-23 1.197138680063099989e-23 1.098300231346715076e-23 1.010021191216790929e-23 8.649004871177712581e-24 8.473630702560849306e-24
1.334601643094670129e-23 1.334601643094670717e-23 1.172864207074163341e-23 8.938777830251080891e-24 8.416634275650798086e-24 8.416634275650798086e-24
1.284392066978302494e-23 1.197138680063100723e-23 1.098300231346715517e-23 1.010021191216790929e-23 8.649004871177714050e-24 8.473630702560849306e-24
1.284892648077774882e-23 1.284892648077774882e-23 1.169188143623257185e-23 9.014676535727205866e-24 8.595920154045947539e-24 8.595920154045947539e-24
1.284392066978302494e-23 1.197138680063100576e-23 1.098300231346715223e-23 1.010021191216791222e-23 8.649004871177712581e-24 8.473630702560850775e-24
1.284392066978302200e-23 1.197138680063100283e-23 1.098300231346715664e-23 1.010021191216791222e-23 8.649004871177716989e-24 8.473630702560850775e-24
1.284392066978302494e-23 1.197138680063100723e-23 1.098300231346715223e-23 1.010021191216791663e-23 8.649004871177714050e-24 8.473630702560850775e-24
1.284892648077774588e-23 1.284892648077774588e-23 1.169188143623256744e-23 9.014676535727211743e-24 8.595920154045947539e-24 8.595920154045947539e-24
1.284392066978302494e-23 1.197138680063100283e-23 1.098300231346715223e-23 1.010021191216791222e-23 8.649004871177711111e-24 8.473630702560849306e-24
1.334601643094670423e-23 1.334601643094670717e-23 1.172864207074163341e-23 8.938777830251076483e-24 8.416634275650799556e-24 8.416634275650793678e-24
