# (27, 6)
-3.488563312860410081e-07 -3.488563312860410081e-07 -3.488563312860410081e-07 1.607397794438645633e+01 1.607397794438645633e+01 1.607397794438645633e+01
3.994896505378170648e+00 3.994896505378174201e+00 8.816381919944031864e+00 1.458572128083939212e+01 1.560782796466754796e+01 1.560782796466754796e+01
3.994896505378168872e+00 3.994896505378170648e+00 8.816381919944033640e+00 1.458572128083939745e+01 1.560782796466754796e+01 1.560782796466754796e+01
3.994896505378162210e+00 3.994896505378167983e+00 8.816381919944031864e+00 1.458572128083939390e+01 1.560782796466753553e+01 1.560782796466754085e+01
5.826311916497433074e+00 5.826311916497436627e+00 8.902198173469189513e+00 1.443729600022211201e+01 1.525640656771381387e+01 1.525640656771381920e+01
5.842196525835329446e+00 8.235819544279111781e+00 1.047560778782982993e+01 1.229483755731385131e+01 1.515248408982494688e+01 1.549602264160014542e+01
3.994896505378166207e+00 3.994896505378170204e+00 8.816381919944033640e+00 1.458572128083939212e+01 1.560782796466754263e+01 1.560782796466754796e+01
5.842196525835321452e+00 8.235819544279111781e+00 1.047560778782982283e+01 1.229483755731385486e+01 1.515248408982493977e+01 1.549602264160014542e+01
5.826311916497430410e+00 5.826311916497436627e+00 8.902198173469191289e+00 1.443729600022211024e+01 1.525640656771380854e+01 1.525640656771381209e+01
3.994896505378163987e+00 3.994896505378176865e+00 8.816381919944026535e+00 1.458572128083939212e+01 1.560782796466754263e+01 1.560782796466754974e+01
5.826311916497430410e+00 5.826311916497433963e+00 8.902198173469187736e+00 1.443729600022211734e+01 1.525640656771381387e+01 1.525640656771381387e+01
5.842196525835333887e+00 8.235819544279110005e+00 1.047560778782981927e+01 1.229483755731385664e+01 1.515248408982495221e+01 1.549602264160015253e+01
5.826311916497433074e+00 5.826311916497433963e+00 8.902198173469180631e+00 1.443729600022210846e+01 1.525640656771381209e+01 1.525640656771381565e+01
3.994896505378167095e+00 3.994896505378168872e+00 8.816381919944033640e+00 1.458572128083939923e+01 1.560782796466754796e+01 1.560782796466754974e+01
5.842196525835329446e+00 8.235819544279104676e+00 1.047560778782981927e+01 1.229483755731385664e+01 1.515248408982494688e+01 1.549602264160014897e+01
5.842196525835334775e+00 8.235819544279106452e+00 1.047560778782982460e+01 1.229483755731385664e+01 1.515248408982495043e+01 1.549602264160014897e+01
5.842196525835322340e+00 8.235819544279110005e+00 1.047560778782981927e+01 1.229483755731385486e+01 1.515248408982495043e+01 1.549602264160015253e+01
5.842196525835329446e+00 8.235819544279118887e+00 1.047560778782982815e+01 1.229483755731386196e+01 1.515248408982495043e+01 1.549602264160015253e+01
3.994896505378158658e+00 3.994896505378166651e+00 8.816381919944033640e+00 1.458572128083939035e+01 1.560782796466754441e+01 1.560782796466754796e+01
5.842196525835325893e+00 8.235819544279106452e+00 1.047560778782981927e+01 1.229483755731385486e+01 1.515248408982494510e+01 1.549602264160014897e+01
5.826311916497433074e+00 5.826311916497433074e+00 8.902198173469184184e+00 1.443729600022211557e+01 1.525640656771381209e+01 1.525640656771381387e+01
5.842196525835326781e+00 8.235819544279102900e+00 1.047560778782982283e+01 1.229483755731385308e+01 1.515248408982495043e+01 1.549602264160014720e+01
5.842196525835329446e+00 8.235819544279110005e+00 1.047560778782982460e+01 1.229483755731385308e+01 1.515248408982494688e+01 1.549602264160014720e+01
5.842196525835325005e+00 8.235819544279106452e+00 1.047560778782982283e+01 1.229483755731385131e+01 1.515248408982494510e+01 1.549602264160014720e+01
5.826311916497435739e+00 5.826311916497435739e+00 8.902198173469196618e+00 1.443729600022211201e+01 1.525640656771381209e+01 1.525640656771381387e+01
5.842196525835333887e+00 8.235819544279113558e+00 1.047560778782982283e+01 1.229483755731385664e+01 1.515248408982495398e+01 1.549602264160015253e+01
3.994896505378167983e+00 3.994896505378174201e+00 8.816381919944037193e+00 1.458572128083939923e+01 1.560782796466754263e+01 1.560782796466754974e+01
